graph,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
24,0.48212567,-0.21313757,-0.13531964,-0.11915085,-0.35533795,0.032354247,-0.2675309,-0.07776659,0.32995546,0.6832937,-0.5181844,0.6358077,0.4044633,-0.44713634,-0.09317907,-0.4688483,-0.2217612,-0.12958851,0.27243468,-0.18934813,-0.124267764,0.12061266,0.31434894,0.45535704,-0.55867517,0.20516832,-0.5346433,0.43513685,-0.26630887,-0.2818088,-0.6430841,0.51329273,-0.58196414,0.32133016,0.19247511,-0.15030125,-0.06912139,-0.3077316,-0.6477997,0.09106152,-0.40863252,0.03999562,0.07486839,0.3289436,0.3284998,0.028265992,-0.25813064,-0.21925879,0.18079537,0.1065786,-0.22676396,0.38349453,-0.63340056,0.59702104,-0.12742671,-0.50610477,-0.36239538,0.6328016,0.5166123,0.637278,0.6504126,-0.12810932,-0.5123687,-0.6648333
25,0.4826498,-0.22132702,-0.14206952,-0.113319576,-0.35994288,0.030768652,-0.271479,-0.07173124,0.33465722,0.69920945,-0.5291176,0.64518213,0.39224535,-0.44103017,-0.09123149,-0.47485137,-0.21576618,-0.12937754,0.279496,-0.19052689,-0.13689613,0.12574622,0.3037453,0.4640415,-0.5703404,0.21749079,-0.5297664,0.44514665,-0.2790728,-0.2827941,-0.6435735,0.5080512,-0.5857744,0.32465002,0.18686745,-0.14862129,-0.063778624,-0.32293865,-0.656841,0.09218862,-0.39921638,0.045316298,0.07290532,0.33197427,0.33538577,0.021247242,-0.25397375,-0.21781658,0.1761844,0.10904403,-0.22001505,0.38395452,-0.63338226,0.60455596,-0.124847434,-0.5008567,-0.365731,0.641568,0.5241705,0.64386237,0.65971226,-0.13842218,-0.5176173,-0.67293835
26,0.46250263,-0.23116113,-0.14471239,-0.12110869,-0.37444916,0.020112433,-0.26757622,-0.09752849,0.3111567,0.70167756,-0.53520674,0.63205963,0.3827864,-0.42717263,-0.09914949,-0.47212902,-0.21627909,-0.14708762,0.27349317,-0.21258539,-0.12680764,0.12613104,0.309723,0.4700319,-0.55983096,0.19915825,-0.5364763,0.44996452,-0.2696889,-0.28228593,-0.6500504,0.50373024,-0.5860367,0.34410983,0.17386673,-0.15187657,-0.04987612,-0.31233972,-0.6415353,0.071105674,-0.4040365,0.04275724,0.07810705,0.33849543,0.3355844,-0.0010344195,-0.24714926,-0.22310704,0.18107954,0.11157109,-0.21291538,0.40395868,-0.6294919,0.58542377,-0.13753082,-0.49162364,-0.3544639,0.63381565,0.5331708,0.6290141,0.65653276,-0.15138665,-0.5353349,-0.6708861
27,0.4825349,-0.21826746,-0.13923025,-0.12348748,-0.3808742,0.031154744,-0.25702864,-0.096946165,0.3166609,0.7093982,-0.5426875,0.6441977,0.3992715,-0.4465851,-0.09623649,-0.4872612,-0.21864223,-0.14627445,0.27847886,-0.21678297,-0.13067096,0.12293151,0.3097901,0.4758416,-0.55411565,0.2063574,-0.5442299,0.44773835,-0.27386492,-0.28548947,-0.6550276,0.5061432,-0.5966707,0.34294528,0.17029758,-0.16076091,-0.05979538,-0.3234765,-0.64542305,0.07152474,-0.4172688,0.03712682,0.08101458,0.33548814,0.3450033,0.0050987606,-0.24514359,-0.22970168,0.18246518,0.10641909,-0.21229507,0.39436767,-0.6349803,0.5980466,-0.13525254,-0.4913024,-0.36940345,0.63291055,0.53923315,0.6426371,0.65494716,-0.15427744,-0.5305891,-0.6688451
28,0.451758,-0.220317,-0.12693588,-0.11689784,-0.35295898,0.036210928,-0.24851823,-0.08976063,0.32016307,0.6703858,-0.5143532,0.6117093,0.37995908,-0.4141412,-0.09081064,-0.45509624,-0.20749854,-0.13217603,0.2732077,-0.2004837,-0.114510335,0.11679871,0.30072874,0.4389676,-0.52986604,0.20003432,-0.51839393,0.4152962,-0.2554602,-0.27697772,-0.6255326,0.48202005,-0.5620652,0.32482237,0.16500162,-0.14222156,-0.062548086,-0.30591917,-0.6190634,0.070319206,-0.39146495,0.03918406,0.07849286,0.3191777,0.32825246,0.015212642,-0.24467246,-0.21542647,0.16860096,0.11656954,-0.21356992,0.37547493,-0.6045786,0.5630139,-0.12321565,-0.46784866,-0.34527764,0.6034571,0.51099443,0.6070557,0.6196154,-0.13875023,-0.5043735,-0.63762593
29,0.46049058,-0.21593687,-0.13623558,-0.10935175,-0.3650441,0.028975392,-0.24223147,-0.08704866,0.3146636,0.6648688,-0.5152896,0.5958311,0.37122852,-0.41065508,-0.08530929,-0.45423022,-0.2091836,-0.12989324,0.26430765,-0.19903298,-0.123288624,0.116426386,0.2842156,0.43871525,-0.5335807,0.20055366,-0.51123905,0.41646343,-0.25669646,-0.26305133,-0.6111718,0.48915038,-0.5594438,0.32066023,0.17101857,-0.14492671,-0.055234954,-0.29400843,-0.61806446,0.06949621,-0.3973701,0.047243487,0.08370903,0.32231215,0.32658163,0.002922505,-0.23231131,-0.2281212,0.1695373,0.099894755,-0.21226253,0.38277623,-0.58813316,0.57544917,-0.11825058,-0.47090727,-0.33697498,0.60607666,0.49862358,0.60135186,0.6185994,-0.14444882,-0.5070973,-0.63238865
30,0.45286041,-0.21589762,-0.12826225,-0.11648191,-0.3458809,0.030260144,-0.2505161,-0.08936313,0.30809575,0.644446,-0.5077375,0.5938711,0.37867305,-0.4170234,-0.07964122,-0.4409949,-0.19661911,-0.12861979,0.26254258,-0.18638414,-0.11638249,0.1234049,0.30208853,0.43764937,-0.53696036,0.19517288,-0.50075334,0.419526,-0.26285425,-0.27437425,-0.61187345,0.48533183,-0.55075115,0.3167355,0.17488718,-0.14318612,-0.062192824,-0.30400002,-0.6097326,0.08271358,-0.39954433,0.032516573,0.07032141,0.31587267,0.31681243,0.016962672,-0.24590026,-0.214734,0.18278441,0.107762516,-0.21295224,0.37081686,-0.5939046,0.571868,-0.12260209,-0.46853626,-0.33667266,0.6111248,0.49396804,0.5963649,0.6245781,-0.1383435,-0.49453345,-0.6340914
31,0.45755965,-0.21465655,-0.12951258,-0.11603564,-0.36034518,0.023905043,-0.2458585,-0.080674574,0.32030442,0.6617877,-0.51434535,0.5993721,0.37865487,-0.41124988,-0.0917282,-0.46133047,-0.21230552,-0.12077535,0.26500916,-0.19125779,-0.12843993,0.12378471,0.29748648,0.4450973,-0.52989435,0.20056312,-0.511398,0.41841286,-0.26539192,-0.27797547,-0.6099599,0.49317938,-0.5636373,0.32617837,0.17514332,-0.13803159,-0.06192455,-0.30216378,-0.622603,0.08074665,-0.39483696,0.037103646,0.07763586,0.32987627,0.32553434,0.023143947,-0.24148001,-0.21513878,0.16764334,0.09663368,-0.20503597,0.3726085,-0.5919068,0.5697587,-0.11643935,-0.47385958,-0.33411887,0.61947036,0.49313658,0.6047698,0.6220795,-0.14089473,-0.5003895,-0.64440125
32,0.43225718,-0.2250937,-0.13408633,-0.11534357,-0.3893894,0.028025119,-0.23575687,-0.12067623,0.27144688,0.67859197,-0.5364586,0.58090365,0.36389086,-0.40203428,-0.10890864,-0.4768245,-0.21322857,-0.16086702,0.2538389,-0.22922392,-0.11558515,0.118645534,0.2771798,0.45512137,-0.5039615,0.17739002,-0.5283448,0.4295653,-0.26165354,-0.25291362,-0.61154765,0.47684598,-0.56601053,0.32514682,0.13133796,-0.14608373,-0.044591848,-0.30869207,-0.58584076,0.05673313,-0.397194,0.039568346,0.09382741,0.31605598,0.33176252,-0.025132025,-0.21031383,-0.22726707,0.17999712,0.100287646,-0.18523481,0.38506162,-0.5812079,0.56059396,-0.14769931,-0.46279383,-0.35407558,0.58938336,0.51214254,0.5835221,0.61795735,-0.16880764,-0.53292805,-0.6372354
33,0.4496228,-0.20905791,-0.12861282,-0.118802175,-0.34899938,0.017476497,-0.24625422,-0.08365308,0.30975693,0.63711244,-0.49739504,0.5961163,0.37013382,-0.40809247,-0.07981839,-0.44419453,-0.19431955,-0.12350541,0.26860836,-0.18327156,-0.12928346,0.11319547,0.28722757,0.4416296,-0.515193,0.18630472,-0.5044455,0.41621053,-0.24990986,-0.26740456,-0.6025292,0.48817146,-0.5404891,0.309746,0.16635793,-0.14069852,-0.05435089,-0.30094373,-0.6036555,0.064407125,-0.38615915,0.028618751,0.06795455,0.31324628,0.32190135,0.018243626,-0.23458958,-0.22193643,0.16841426,0.10205193,-0.20640755,0.35838252,-0.59513223,0.56359947,-0.12113403,-0.4696487,-0.33826515,0.5936802,0.48703697,0.5973951,0.6147914,-0.14567517,-0.4931305,-0.62945354
34,0.42868328,-0.20015626,-0.12925285,-0.11280744,-0.3410086,0.029898291,-0.22500958,-0.08909768,0.2885824,0.6340133,-0.49450076,0.56688625,0.3521008,-0.38698545,-0.08278762,-0.43136147,-0.18961033,-0.1339674,0.24321605,-0.19012092,-0.11045743,0.109835275,0.27500775,0.42564583,-0.49323452,0.18084402,-0.49444363,0.3987734,-0.23616602,-0.26078478,-0.58332086,0.46637568,-0.5321401,0.31113964,0.15351142,-0.13663432,-0.057214107,-0.27976933,-0.5733776,0.063367754,-0.3723288,0.03954633,0.065562405,0.30180824,0.31639147,-0.0031891994,-0.21603215,-0.21840194,0.16303921,0.094230525,-0.18391438,0.3599198,-0.56729466,0.53503776,-0.11137338,-0.4459373,-0.31960064,0.57206,0.4827558,0.5756349,0.5875375,-0.13565958,-0.4888441,-0.60753703
35,0.43210933,-0.20566799,-0.121519975,-0.113945924,-0.33606443,0.019080121,-0.22864686,-0.08237226,0.30416927,0.6313041,-0.48623672,0.5771932,0.36476845,-0.4032911,-0.08693891,-0.43494925,-0.19490345,-0.11646236,0.26026732,-0.1867109,-0.1091799,0.11338932,0.28918913,0.42853037,-0.5112394,0.18707198,-0.48570323,0.4059073,-0.25101036,-0.26620203,-0.58904195,0.47176102,-0.53078544,0.30925068,0.16402145,-0.12874427,-0.058025792,-0.28037494,-0.59231555,0.07349404,-0.38316372,0.02729822,0.069677,0.30217117,0.30459598,0.02134384,-0.22035487,-0.21815147,0.16394275,0.089686096,-0.20390329,0.3567361,-0.57687616,0.546768,-0.11404333,-0.44921848,-0.32984623,0.57547873,0.47035068,0.5679392,0.60175204,-0.13776255,-0.4722534,-0.6155736
36,0.44615895,-0.20350324,-0.1315355,-0.11288579,-0.33918533,0.03422175,-0.24685837,-0.08777946,0.30622268,0.6416137,-0.4961628,0.5979159,0.37564123,-0.4038253,-0.08397378,-0.44375068,-0.20619482,-0.12940663,0.2570918,-0.18815863,-0.115346104,0.11967157,0.2884811,0.43163761,-0.5208064,0.1990067,-0.50165874,0.40974534,-0.25574854,-0.2583129,-0.60116225,0.47622523,-0.5338401,0.3105323,0.16214928,-0.139977,-0.05697007,-0.2856262,-0.59363997,0.06519456,-0.38879958,0.030486116,0.0694499,0.31155115,0.31246507,0.014533762,-0.23301716,-0.21209578,0.17163156,0.10227569,-0.20237167,0.35994738,-0.5860191,0.5609398,-0.104159035,-0.45412123,-0.3366667,0.5934409,0.49158874,0.5815292,0.6034525,-0.13235319,-0.48148227,-0.630811
37,0.42854318,-0.21567318,-0.12686273,-0.10948216,-0.34668723,0.030262465,-0.23515104,-0.08976384,0.2841438,0.63333553,-0.50123155,0.56956834,0.35719138,-0.39431193,-0.08556855,-0.43655404,-0.18950434,-0.12883094,0.25167555,-0.18632169,-0.12115363,0.10756408,0.28226525,0.43385467,-0.4976451,0.18392554,-0.4916636,0.4121801,-0.24394298,-0.25024405,-0.588319,0.47502807,-0.5388199,0.31174678,0.16153036,-0.13532886,-0.046024658,-0.2810063,-0.5872724,0.07099133,-0.38946372,0.033639397,0.06475124,0.31463665,0.30993938,0.013199212,-0.2212347,-0.21460275,0.16234738,0.10341893,-0.19863388,0.35740563,-0.5665047,0.5318612,-0.11872214,-0.45200977,-0.33118394,0.5769019,0.4742766,0.571939,0.595057,-0.13926618,-0.48075846,-0.61823034
38,0.42434826,-0.20527641,-0.11940041,-0.107752174,-0.32522035,0.031139143,-0.23415208,-0.075871795,0.30181208,0.6069519,-0.4669873,0.5594442,0.35689566,-0.3911194,-0.06866625,-0.41089958,-0.18594316,-0.116005145,0.2421425,-0.17257401,-0.11935664,0.111056305,0.2753489,0.40908137,-0.49108857,0.18509606,-0.46462193,0.3887887,-0.23428321,-0.261602,-0.5594747,0.4637808,-0.51352394,0.29180318,0.17061192,-0.13441326,-0.063644625,-0.27638397,-0.5758465,0.07708932,-0.37238052,0.02583373,0.066017,0.29808062,0.29742256,0.028877808,-0.23144399,-0.20714666,0.15080573,0.08663755,-0.1913455,0.33453837,-0.55778205,0.5364372,-0.10603896,-0.4365381,-0.31848285,0.56902814,0.45491904,0.5603688,0.5843901,-0.13776864,-0.4565471,-0.5867859
39,0.4266928,-0.2020306,-0.11946301,-0.11090219,-0.32218677,0.027253939,-0.23693505,-0.069904916,0.29294714,0.615838,-0.48418623,0.5694438,0.35574275,-0.38841462,-0.08571554,-0.43050382,-0.19220276,-0.114719935,0.24228206,-0.18538657,-0.11314756,0.11547102,0.2672563,0.42179406,-0.5026124,0.19135447,-0.473701,0.39374712,-0.2513255,-0.24976279,-0.58303565,0.46207088,-0.52085197,0.30635896,0.17250481,-0.1308961,-0.052034646,-0.27689582,-0.5854756,0.081142835,-0.37972742,0.029473867,0.07366218,0.30799946,0.30511516,0.024314098,-0.22906294,-0.20546061,0.16565137,0.105496556,-0.19876562,0.34336558,-0.5620524,0.5352583,-0.10895119,-0.44505808,-0.3263592,0.57703906,0.47029004,0.5768657,0.59749794,-0.1336647,-0.4692932,-0.6025366
40,0.43445736,-0.19156373,-0.12183248,-0.11529689,-0.29617205,0.014813814,-0.24028769,-0.06573394,0.3193257,0.5890685,-0.46452206,0.5756796,0.35165286,-0.40255496,-0.07146646,-0.40617052,-0.18253696,-0.10735517,0.2561016,-0.1563197,-0.11180892,0.11620922,0.281994,0.4168756,-0.5122183,0.1880396,-0.46204913,0.38118964,-0.23693293,-0.26343903,-0.57640475,0.47587138,-0.51145184,0.28627804,0.1709161,-0.1197959,-0.055890907,-0.2696819,-0.58584845,0.0786307,-0.37333733,0.027242344,0.061882064,0.30314526,0.28122428,0.05975829,-0.23441456,-0.19417347,0.15682097,0.09155553,-0.21706228,0.33609816,-0.56108296,0.5350247,-0.087729976,-0.45501226,-0.3090385,0.57333344,0.45325434,0.5745343,0.5917487,-0.11472111,-0.44763252,-0.5876899
41,0.44596022,-0.1884195,-0.11324235,-0.10525194,-0.3148625,0.02287414,-0.24659836,-0.07755826,0.31648916,0.59779376,-0.4741071,0.5659135,0.36336452,-0.39332834,-0.06999708,-0.41311204,-0.18857233,-0.104096964,0.25936154,-0.15604456,-0.11580476,0.11808252,0.2841732,0.4131899,-0.51394635,0.19775991,-0.4677507,0.385889,-0.23984194,-0.2672321,-0.58491206,0.48053867,-0.50631344,0.3005573,0.17383657,-0.13413504,-0.06139163,-0.26879698,-0.5904714,0.08047097,-0.37799895,0.025179952,0.06718997,0.30402395,0.30076957,0.051985096,-0.23796523,-0.20356783,0.16877392,0.09379947,-0.21716791,0.34762698,-0.569297,0.5342279,-0.100116365,-0.449069,-0.3132113,0.5766825,0.45018327,0.5685034,0.58450776,-0.12560545,-0.45509064,-0.5943329
42,0.39464238,-0.20106858,-0.1307052,-0.10404294,-0.34969112,0.017242156,-0.21714342,-0.11224259,0.2613866,0.62142724,-0.48603535,0.53382534,0.33491233,-0.37206513,-0.10136686,-0.43195555,-0.19214793,-0.13125774,0.23801623,-0.2168757,-0.10778747,0.09679117,0.25651956,0.4254839,-0.45575398,0.17472345,-0.48902044,0.38453177,-0.23466702,-0.22712521,-0.559485,0.43206945,-0.511583,0.29869178,0.12638937,-0.13328001,-0.04371718,-0.26963437,-0.53497946,0.046019066,-0.37807313,0.028897006,0.07572198,0.29480472,0.30866772,-0.022247003,-0.19392174,-0.2134807,0.15145823,0.08989139,-0.1804385,0.35274118,-0.5442473,0.49898666,-0.13205574,-0.43392426,-0.32006258,0.5308985,0.46184233,0.5356046,0.56878316,-0.1584742,-0.48152825,-0.57584935
43,0.39838415,-0.21356429,-0.11911815,-0.1052915,-0.3515477,0.023168484,-0.21163854,-0.10938616,0.24562457,0.627989,-0.49605322,0.54231006,0.33302543,-0.3611625,-0.101516716,-0.43034402,-0.19566289,-0.14812647,0.22524902,-0.22513814,-0.11623967,0.09708124,0.26182956,0.4139238,-0.46585724,0.17257321,-0.48901218,0.39787665,-0.25043336,-0.2231639,-0.55958617,0.43895823,-0.50552845,0.2919985,0.12710059,-0.13664663,-0.042659767,-0.2733052,-0.5269485,0.056717582,-0.3702154,0.030936893,0.074654825,0.29535472,0.31664026,-0.025819467,-0.19794437,-0.21126953,0.15032363,0.10180974,-0.17145945,0.34159294,-0.54252267,0.5095105,-0.12778005,-0.42672232,-0.3132238,0.5360141,0.46419737,0.5458422,0.56529194,-0.14840028,-0.4765732,-0.5846154
44,0.40749803,-0.18756,-0.11109284,-0.11029341,-0.3206436,0.018055862,-0.22201017,-0.08330464,0.27945498,0.5955342,-0.45894453,0.5336215,0.33792764,-0.37207884,-0.08462367,-0.410987,-0.1923702,-0.11241713,0.23286986,-0.1747718,-0.1127017,0.099160485,0.2598576,0.40512076,-0.47930336,0.1830492,-0.4558089,0.38183942,-0.22933204,-0.23514862,-0.5543901,0.44269696,-0.4951721,0.28999776,0.14585309,-0.12098001,-0.045357548,-0.24962786,-0.5469569,0.06986098,-0.3672084,0.03592657,0.07439275,0.28467098,0.28907794,0.016417935,-0.21187636,-0.19691648,0.15119395,0.093811624,-0.19357353,0.33271426,-0.5416927,0.5029851,-0.10157119,-0.42511702,-0.3081799,0.54688287,0.45119697,0.5501951,0.5558669,-0.1343488,-0.44715977,-0.5703256
45,0.38592812,-0.19583102,-0.12592682,-0.11029964,-0.3462921,0.013727085,-0.21017161,-0.11133391,0.23849058,0.60086006,-0.47953698,0.5061995,0.31944534,-0.3484484,-0.097815886,-0.4126149,-0.18813895,-0.14055936,0.22320311,-0.21345855,-0.10956164,0.09627659,0.24244797,0.39463764,-0.42917448,0.15676877,-0.46398225,0.38134935,-0.23526555,-0.2178195,-0.5354052,0.40721577,-0.48623642,0.28236726,0.1142344,-0.12859946,-0.03221808,-0.253664,-0.5068339,0.04823988,-0.36283353,0.027136303,0.078308426,0.26455492,0.302957,-0.028760595,-0.18319207,-0.21277297,0.14898486,0.10388488,-0.1531849,0.3331443,-0.5203518,0.4842572,-0.1342607,-0.4051956,-0.29661128,0.5043905,0.44767237,0.523552,0.53679764,-0.1464772,-0.46871546,-0.5562801
46,0.3993542,-0.20423166,-0.12126754,-0.11696336,-0.33600423,0.016832566,-0.22620511,-0.10225469,0.27209002,0.6136818,-0.47716278,0.5395474,0.33090335,-0.36468196,-0.087159455,-0.4242163,-0.18658043,-0.12675819,0.23763105,-0.19957833,-0.10965038,0.0930694,0.25353453,0.41743037,-0.4703263,0.1699207,-0.48249355,0.3911108,-0.22965655,-0.23616914,-0.5489124,0.45011663,-0.504431,0.29243696,0.14582448,-0.12441986,-0.042935446,-0.26386788,-0.5382613,0.055925813,-0.36800534,0.031801816,0.07115602,0.28656572,0.3086465,-0.008319805,-0.19181144,-0.21358365,0.1604602,0.104009144,-0.18584505,0.34108734,-0.53947324,0.51006585,-0.116362385,-0.42243177,-0.30751526,0.53331375,0.46238145,0.54035604,0.5566951,-0.14243977,-0.46275395,-0.5849673
47,0.40388504,-0.20368175,-0.11921006,-0.11527803,-0.32847103,0.020313196,-0.2211466,-0.096294425,0.26624098,0.5906252,-0.4647213,0.53303355,0.32731006,-0.36214995,-0.08936791,-0.4179937,-0.19280879,-0.13383551,0.23550944,-0.1923886,-0.110136226,0.085355096,0.24775319,0.39877975,-0.46289378,0.17545235,-0.4570647,0.3745741,-0.23011628,-0.22260597,-0.54217005,0.42919388,-0.47916484,0.27800858,0.1294311,-0.13477089,-0.03982174,-0.24613096,-0.535854,0.06824462,-0.34957817,0.022835547,0.060383122,0.27720913,0.3023427,-0.00920445,-0.19923428,-0.20989174,0.15227392,0.10240632,-0.17649715,0.3299224,-0.52708405,0.48658612,-0.11708297,-0.41467693,-0.31299537,0.51881236,0.44340712,0.52476245,0.5568416,-0.14680748,-0.45873508,-0.5693365
48,0.39538422,-0.20735556,-0.11125737,-0.104188226,-0.33167815,0.019500911,-0.21960042,-0.10182458,0.25957447,0.58827317,-0.4600693,0.5149255,0.32951155,-0.3578201,-0.08111407,-0.40213725,-0.18193722,-0.12677513,0.22390893,-0.19795409,-0.10623352,0.08504912,0.24481629,0.3923444,-0.44691476,0.17196037,-0.45957917,0.38055983,-0.23662023,-0.23053311,-0.52928376,0.4305016,-0.47883853,0.28945392,0.1380771,-0.12525319,-0.043202743,-0.2533749,-0.526944,0.066340774,-0.35483822,0.03393759,0.070290126,0.27102458,0.29350102,-0.006264061,-0.18388839,-0.20005478,0.15278436,0.08834825,-0.16781537,0.33676136,-0.52367467,0.4822596,-0.120776065,-0.41567558,-0.2976084,0.5201337,0.44023603,0.52561116,0.5423439,-0.14255857,-0.45849207,-0.56759644
49,0.37520418,-0.20347624,-0.118628085,-0.10043225,-0.3364688,0.028618557,-0.19628292,-0.10719116,0.22694194,0.5761307,-0.44287744,0.49356827,0.31074354,-0.32876763,-0.08945407,-0.3901382,-0.18941493,-0.13874021,0.21959752,-0.19727525,-0.09863466,0.08493387,0.2441791,0.38391095,-0.41833654,0.16762115,-0.45047033,0.3646591,-0.21529442,-0.20580508,-0.51068014,0.41597643,-0.45865485,0.2786431,0.121655606,-0.12500437,-0.030909048,-0.23560376,-0.49441,0.053492364,-0.34269404,0.028770467,0.07105839,0.26939455,0.2901323,-0.033155587,-0.1676032,-0.19165385,0.13809937,0.09922252,-0.14824948,0.31486595,-0.49355057,0.45308873,-0.12069357,-0.39210156,-0.29953194,0.49098614,0.42888907,0.50539714,0.5188817,-0.14100203,-0.45324534,-0.54232234
50,0.38796222,-0.19929022,-0.11581861,-0.10425824,-0.3212926,0.017327253,-0.2178094,-0.097520895,0.25111893,0.578297,-0.4545241,0.5174529,0.31551617,-0.34761676,-0.08192511,-0.39951584,-0.18418747,-0.13168067,0.2340138,-0.19574666,-0.111749664,0.0930406,0.25370494,0.38549656,-0.44509614,0.16961244,-0.44645628,0.36504266,-0.22709976,-0.23162997,-0.5233937,0.43299508,-0.46564803,0.28085083,0.12926261,-0.120854884,-0.043986224,-0.2502528,-0.51136017,0.06659929,-0.34688857,0.026143104,0.06901661,0.27160415,0.29669347,-0.009213039,-0.19446772,-0.20012207,0.14308347,0.10121123,-0.16273077,0.3188243,-0.50915504,0.48222813,-0.11443304,-0.4132764,-0.29795063,0.5177207,0.42565057,0.50791603,0.5314671,-0.14256114,-0.45143202,-0.553241
51,0.37841794,-0.2093091,-0.12126807,-0.113439314,-0.33861074,0.02663717,-0.20715584,-0.10823097,0.24195445,0.5892809,-0.45858324,0.5017078,0.31632695,-0.34549934,-0.0878697,-0.4071484,-0.18753043,-0.13271667,0.21743557,-0.20094751,-0.1130786,0.085028134,0.24231924,0.3940615,-0.4403937,0.1716126,-0.46877867,0.3677203,-0.22146897,-0.21698664,-0.52083004,0.4179264,-0.46790272,0.27617982,0.12549934,-0.119642034,-0.042170007,-0.24852957,-0.5107785,0.05125622,-0.3510233,0.03339265,0.06013779,0.274243,0.2994323,-0.028453827,-0.17478593,-0.19872937,0.15100527,0.10471834,-0.15143293,0.33367044,-0.5114956,0.4673449,-0.11718594,-0.40591708,-0.30579957,0.50848377,0.43256786,0.51105744,0.5262527,-0.1407765,-0.45146874,-0.55238307
52,0.38896984,-0.17887236,-0.10967987,-0.09590474,-0.28901148,0.016466701,-0.20796145,-0.077138625,0.26317397,0.54767525,-0.41739145,0.518017,0.32535166,-0.35500893,-0.070688784,-0.37156865,-0.17193817,-0.10307769,0.23534921,-0.1576985,-0.10682898,0.10040095,0.24360164,0.37781549,-0.4555851,0.17144573,-0.4250326,0.3452672,-0.21018992,-0.23816629,-0.51031065,0.41988552,-0.46686697,0.2610598,0.15358424,-0.11228353,-0.042377837,-0.24976912,-0.51509875,0.06814186,-0.33963972,0.033699397,0.06045128,0.26207203,0.2710505,0.023197291,-0.20991799,-0.19217442,0.14171916,0.08553918,-0.17644507,0.31635123,-0.5058615,0.48166436,-0.09560937,-0.40464592,-0.2893156,0.50948846,0.40380207,0.5134666,0.5339682,-0.120683774,-0.41372856,-0.53434026
53,0.36785933,-0.19973366,-0.103639975,-0.09645638,-0.31723827,0.020497337,-0.1960483,-0.090858,0.23683919,0.5535823,-0.4392172,0.49775547,0.30840188,-0.33987495,-0.079988286,-0.38285097,-0.18284553,-0.12273097,0.22114424,-0.18684903,-0.109335594,0.08772723,0.2383387,0.38842857,-0.43190584,0.1658325,-0.4436528,0.35804513,-0.22578132,-0.21164852,-0.5178945,0.41363892,-0.4619546,0.27576298,0.118675664,-0.114835836,-0.04146118,-0.24698162,-0.49124017,0.058738317,-0.33668414,0.027507223,0.058777496,0.26672903,0.27790862,-0.007115028,-0.18378201,-0.18621543,0.1385923,0.09603924,-0.16025054,0.32421002,-0.4890718,0.4548448,-0.113411605,-0.39317626,-0.28650668,0.4872648,0.4207714,0.4917502,0.52232105,-0.13393198,-0.42876458,-0.5394178
54,0.34639725,-0.21088535,-0.12059408,-0.09778665,-0.37581557,0.02167173,-0.18844289,-0.13591248,0.17784221,0.6148478,-0.48392072,0.47378373,0.28963652,-0.3172946,-0.124391735,-0.41266185,-0.20462053,-0.15973997,0.19166411,-0.24292558,-0.107525215,0.07107273,0.22232243,0.4065473,-0.39001969,0.14427486,-0.48879766,0.36814925,-0.23435551,-0.19470115,-0.51874006,0.38072294,-0.46281704,0.28845197,0.08546744,-0.12799601,-0.02173532,-0.23809876,-0.47112933,0.028177092,-0.34653223,0.03054915,0.078769244,0.2575868,0.3118341,-0.09257711,-0.15002596,-0.2066361,0.14319822,0.11169531,-0.122555204,0.3333533,-0.4902355,0.4386126,-0.14820419,-0.38756958,-0.30769578,0.47251227,0.45196676,0.49080437,0.5087638,-0.17362118,-0.48232293,-0.55517244
55,0.33959937,-0.22169262,-0.12258078,-0.10206009,-0.4081313,0.025106998,-0.17582099,-0.15504758,0.1519818,0.62501794,-0.49575108,0.45407343,0.2934954,-0.3045012,-0.13443802,-0.42867938,-0.19606507,-0.17200693,0.17890963,-0.26518342,-0.105965346,0.070324816,0.21366006,0.4164043,-0.37061548,0.1369377,-0.48524463,0.36515328,-0.22931142,-0.17340139,-0.50455546,0.37348875,-0.4509702,0.28695333,0.049737737,-0.12834062,-0.017742619,-0.23349684,-0.43988737,0.0105206985,-0.34437126,0.036759116,0.08597479,0.26104787,0.3148771,-0.11242427,-0.116967335,-0.2215534,0.13317393,0.102702655,-0.09942371,0.31813017,-0.47693437,0.41873738,-0.16947763,-0.36810523,-0.29458353,0.459038,0.4551889,0.47020558,0.49812743,-0.18848339,-0.49565777,-0.54630244
